ID,City,City_Development_Index,Gender,Education,Major,Experience,Company_Size,Company_Type,Previous_Job,Training_Hours,Target
22092,City_No_104,0.924,Female,High School,,14,,,>4,142,0
13970,City_No_73,0.754,Female,Graduate,STEM,9,1000-4999,NGO,>4,109,0
5896,City_No_149,0.6890000000000001,Male,Graduate,STEM,19,10/49,Pvt Ltd,1,11,0
17101,City_No_16,0.91,Male,Graduate,STEM,>20,,,>4,23,0
7502,City_No_61,0.913,Male,High School,,2,,,never,22,0
15197,City_No_100,0.887,,High School,,5,,,never,184,0
31074,City_No_155,0.556,,Graduate,STEM,6,100-500,Pvt Ltd,1,46,0
459,City_No_114,0.926,Male,Masters,STEM,11,1000-4999,Pvt Ltd,1,12,0
6348,City_No_103,0.92,Male,High School,,>20,,,2,298,1
11050,City_No_138,0.836,Male,Graduate,Humanities,<1,100-500,Pvt Ltd,1,56,0
8186,City_No_21,0.624,,Graduate,STEM,3,100-500,Other,2,163,1
73,City_No_46,0.762,Male,Graduate,STEM,16,10000+,Pvt Ltd,2,53,0
12144,City_No_173,0.878,,Masters,Arts,7,,,never,65,0
11446,City_No_21,0.624,Male,Graduate,STEM,7,1000-4999,Pvt Ltd,2,25,1
22172,City_No_61,0.913,Male,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,12,0
4101,City_No_67,0.855,Male,Masters,STEM,10,,,1,41,0
30157,City_No_162,0.767,,Masters,STEM,6,50-99,Pvt Ltd,2,79,0
16021,City_No_73,0.754,,Graduate,STEM,6,50-99,Pvt Ltd,1,121,0
11769,City_No_103,0.92,Male,High School,,5,,,1,27,0
26189,City_No_21,0.624,,Graduate,STEM,3,50-99,Pvt Ltd,2,50,0
32252,City_No_67,0.855,Male,High School,,4,,Pvt Ltd,1,4,0
10675,City_No_101,0.5579999999999999,,Graduate,STEM,5,100-500,Pvt Ltd,1,15,1
22388,City_No_21,0.624,Male,Masters,STEM,2,,,,48,1
18619,City_No_50,0.8959999999999999,Male,Graduate,STEM,3,50-99,Pvt Ltd,1,92,0
1398,City_No_103,0.92,Male,,,8,,,1,12,0
9660,City_No_67,0.855,Male,Masters,STEM,6,10000+,Pvt Ltd,1,8,0
30307,City_No_16,0.91,Male,Graduate,STEM,17,10000+,Pvt Ltd,>4,31,0
16120,City_No_103,0.92,Female,Masters,Humanities,4,50-99,Funded Startup,1,96,0
28382,City_No_173,0.878,Male,Masters,STEM,17,100-500,Pvt Ltd,2,218,0
29447,City_No_28,0.939,Male,Phd,STEM,>20,100-500,Public Sector,>4,46,0
26412,City_No_103,0.92,Male,Masters,STEM,20,10000+,Pvt Ltd,>4,76,0
9193,City_No_21,0.624,,Graduate,STEM,<1,500-999,Pvt Ltd,1,32,1
13632,City_No_73,0.754,Male,Graduate,STEM,>20,100-500,Pvt Ltd,>4,37,0
5184,City_No_74,0.579,Male,Graduate,STEM,2,100-500,Pvt Ltd,1,16,1
1065,City_No_136,0.897,Male,Masters,STEM,6,100-500,NGO,1,34,1
9988,City_No_103,0.92,Male,Graduate,Other,>20,500-999,Pvt Ltd,>4,30,1
15966,City_No_103,0.92,Male,Graduate,STEM,8,50-99,NGO,2,20,0
26777,City_No_102,0.804,Male,,,8,500-999,Pvt Ltd,>4,76,0
1881,City_No_21,0.624,Male,Masters,STEM,3,<10,Early Stage Startup,3,44,0
9612,City_No_16,0.91,,High School,,2,,,never,5,1
19228,City_No_103,0.92,Male,Graduate,Humanities,5,10000+,Pvt Ltd,4,25,0
27766,City_No_16,0.91,Male,Graduate,STEM,5,,,4,10,1
21576,City_No_21,0.624,,Graduate,No Major,4,50-99,Pvt Ltd,4,11,0
26023,City_No_16,0.91,,High School,,10,<10,Funded Startup,1,94,0
32890,City_No_103,0.92,Male,Graduate,STEM,13,100-500,Pvt Ltd,1,53,0
21123,City_No_162,0.767,,High School,,4,,,never,32,0
18093,City_No_103,0.92,Male,Graduate,STEM,10,10000+,Pvt Ltd,2,58,0
27774,City_No_67,0.855,Female,High School,,3,,,never,63,1
7952,City_No_21,0.624,Female,Graduate,STEM,6,10000+,Public Sector,1,15,1
27243,City_No_78,0.579,Male,Graduate,STEM,9,100-500,Pvt Ltd,2,97,1
21051,City_No_90,0.698,Female,Graduate,STEM,9,,,never,224,0
30241,City_No_160,0.92,,Graduate,STEM,>20,,,>4,18,1
29898,City_No_114,0.926,Male,Masters,STEM,11,500-999,Pvt Ltd,1,74,0
24227,City_No_136,0.897,,Masters,STEM,15,1000-4999,,3,45,1
12149,City_No_103,0.92,Male,Graduate,Humanities,11,,Pvt Ltd,3,48,0
25968,City_No_155,0.556,Female,Graduate,STEM,10,100-500,Pvt Ltd,1,57,1
31213,City_No_73,0.754,Male,High School,,4,,,1,52,1
6285,City_No_160,0.92,Male,High School,,5,50-99,,1,133,0
30060,City_No_21,0.624,Male,Graduate,STEM,10,100-500,Early Stage Startup,never,126,1
28689,City_No_103,0.92,Male,Graduate,STEM,>20,,,1,39,1
33246,City_No_103,0.92,Male,Graduate,STEM,19,,,1,30,0
33239,City_No_21,0.624,,,,7,,Pvt Ltd,never,48,1
30984,City_No_103,0.92,,Graduate,STEM,>20,10000+,Pvt Ltd,2,34,0
33041,City_No_103,0.92,Male,High School,,4,,,2,28,0
13778,City_No_100,0.887,,High School,,7,,,never,117,0
29685,City_No_142,0.727,Male,Graduate,STEM,12,100-500,Pvt Ltd,4,22,0
13165,City_No_103,0.92,Male,Graduate,STEM,14,50-99,Pvt Ltd,>4,22,0
8952,City_No_21,0.624,Male,Graduate,STEM,4,50-99,Pvt Ltd,1,23,1
19775,City_No_114,0.926,,Masters,STEM,17,100-500,Pvt Ltd,2,76,0
14093,City_No_104,0.924,Male,Graduate,STEM,>20,,,>4,15,0
26572,City_No_46,0.762,Male,Graduate,STEM,>20,,,>4,67,0
5399,City_No_176,0.764,,Masters,STEM,19,,,>4,4,0
3985,City_No_16,0.91,,High School,,4,10/49,Pvt Ltd,1,13,0
28840,City_No_162,0.767,Male,High School,,5,,,never,9,0
23104,City_No_98,0.949,Male,Graduate,STEM,14,500-999,Public Sector,4,5,0
1008,City_No_16,0.91,Male,Graduate,STEM,15,10000+,Public Sector,1,7,0
26910,City_No_21,0.624,Male,Graduate,STEM,5,500-999,Pvt Ltd,1,24,1
1561,City_No_103,0.92,Male,Graduate,STEM,>20,10000+,Pvt Ltd,>4,79,1
3209,City_No_98,0.949,Male,Masters,STEM,10,50-99,Pvt Ltd,2,62,0
16617,City_No_16,0.91,Male,Masters,STEM,2,50-99,Funded Startup,1,20,0
10960,City_No_73,0.754,Male,Graduate,STEM,4,,,1,35,0
24542,City_No_103,0.92,Male,Graduate,Other,4,,,1,16,0
13494,City_No_16,0.91,,Graduate,STEM,8,100-500,Pvt Ltd,1,33,0
32135,City_No_136,0.897,,Phd,STEM,>20,10000+,Pvt Ltd,>4,298,0
2032,City_No_11,0.55,Male,Graduate,STEM,7,100-500,Pvt Ltd,2,117,1
18392,City_No_101,0.5579999999999999,Male,Graduate,Other,<1,,,2,304,1
204,City_No_160,0.92,Male,High School,,3,10000+,Pvt Ltd,1,23,0
24007,City_No_19,0.682,Male,Graduate,STEM,>20,100-500,Pvt Ltd,2,76,0
31621,City_No_83,0.923,Male,High School,,4,,,never,41,0
29958,City_No_165,0.903,Male,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,86,0
1590,City_No_114,0.926,Male,Graduate,STEM,>20,,,>4,25,0
28790,City_No_16,0.91,Male,Masters,Humanities,14,10000+,Pvt Ltd,1,158,0
500,City_No_23,0.899,Male,Graduate,STEM,>20,100-500,Funded Startup,1,33,0
10929,City_No_114,0.926,,High School,,9,50-99,Pvt Ltd,1,37,0
2758,City_No_159,0.843,Male,Masters,STEM,13,<10,Pvt Ltd,never,60,0
5863,City_No_11,0.55,,Masters,STEM,5,10/49,Early Stage Startup,4,9,1
29227,City_No_102,0.804,Male,Graduate,No Major,6,,,1,26,1
4409,City_No_75,0.939,Male,Graduate,STEM,>20,<10,Pvt Ltd,1,11,0
7561,City_No_75,0.939,,Primary School,,3,,,never,70,0
30616,City_No_103,0.92,Male,Graduate,STEM,13,<10,Funded Startup,1,127,0
30823,City_No_50,0.8959999999999999,Female,Graduate,STEM,4,10/49,Pvt Ltd,1,23,0
25640,City_No_104,0.924,Female,Graduate,STEM,6,,,4,11,1
20257,City_No_160,0.92,,Graduate,STEM,>20,,,>4,39,1
11943,City_No_21,0.624,Male,Graduate,STEM,10,1000-4999,Pvt Ltd,2,18,1
21680,City_No_27,0.848,Male,Graduate,STEM,4,1000-4999,Pvt Ltd,1,57,1
7857,City_No_21,0.624,Male,Graduate,STEM,10,100-500,Pvt Ltd,>4,23,1
4483,City_No_103,0.92,Male,Graduate,STEM,14,<10,Pvt Ltd,1,68,0
13490,City_No_114,0.926,Male,Graduate,STEM,19,10/49,Funded Startup,1,12,1
9947,City_No_160,0.92,Male,Graduate,STEM,>20,,,>4,42,0
28087,City_No_23,0.899,Male,Graduate,STEM,7,<10,Early Stage Startup,1,63,0
10768,City_No_104,0.924,Male,High School,,>20,1000-4999,Pvt Ltd,1,44,0
12708,City_No_74,0.579,Male,,,5,,,1,4,1
25759,City_No_103,0.92,Male,Masters,STEM,>20,10000+,Pvt Ltd,>4,40,0
12427,City_No_21,0.624,Female,Masters,STEM,5,50-99,Pvt Ltd,never,23,0
6275,City_No_73,0.754,,Graduate,STEM,6,,,2,200,0
16403,City_No_21,0.624,,Masters,STEM,2,10/49,Pvt Ltd,1,24,0
28768,City_No_21,0.624,,Graduate,STEM,7,50-99,Pvt Ltd,2,29,0
19622,City_No_71,0.884,Male,Graduate,STEM,12,50-99,Funded Startup,>4,2,0
13367,City_No_105,0.794,Male,High School,,14,<10,Pvt Ltd,>4,33,0
22598,City_No_16,0.91,Male,Graduate,STEM,19,,,1,6,0
14927,City_No_128,0.527,Male,Graduate,STEM,2,10/49,Pvt Ltd,1,88,0
31480,City_No_16,0.91,Female,Graduate,No Major,14,50-99,Pvt Ltd,3,56,0
930,City_No_114,0.926,Male,Graduate,STEM,9,<10,Pvt Ltd,1,19,0
21413,City_No_136,0.897,Male,,,10,50-99,,1,17,0
25887,City_No_76,0.698,Male,High School,,6,500-999,NGO,never,254,0
17514,City_No_160,0.92,Male,Masters,STEM,5,10000+,Pvt Ltd,>4,6,0
6907,City_No_21,0.624,,Graduate,STEM,<1,,,never,55,0
13584,City_No_114,0.926,Male,Graduate,STEM,>20,<10,Pvt Ltd,4,57,0
27845,City_No_114,0.926,Male,Masters,STEM,>20,10000+,Pvt Ltd,1,66,0
22544,City_No_21,0.624,Male,Graduate,STEM,2,,,never,13,1
12012,City_No_11,0.55,Male,Masters,STEM,4,50-99,NGO,1,110,1
16436,City_No_67,0.855,Other,High School,,11,50-99,Funded Startup,4,78,1
5378,City_No_103,0.92,Male,Graduate,STEM,>20,100-500,,1,126,0
3187,City_No_36,0.893,Male,Masters,STEM,>20,100-500,Pvt Ltd,>4,16,0
6761,City_No_74,0.579,Male,Graduate,STEM,16,50-99,Pvt Ltd,>4,168,1
32171,City_No_103,0.92,Male,Masters,STEM,18,10/49,Pvt Ltd,2,47,0
24665,City_No_103,0.92,,Masters,STEM,10,,,1,24,0
28983,City_No_21,0.624,Male,Graduate,STEM,3,,,1,67,0
5036,City_No_71,0.884,Male,Graduate,STEM,11,10/49,Early Stage Startup,1,138,0
31671,City_No_24,0.698,Male,Masters,STEM,>20,100-500,Pvt Ltd,1,30,0
7434,City_No_75,0.939,Female,Graduate,STEM,15,500-999,Pvt Ltd,1,44,0
8535,City_No_101,0.5579999999999999,,High School,,6,,,never,31,1
28777,City_No_114,0.926,,High School,,3,50-99,Early Stage Startup,2,134,0
8950,City_No_75,0.939,Male,Masters,STEM,>20,50-99,Pvt Ltd,2,163,0
16813,City_No_160,0.92,Male,Graduate,STEM,15,,,2,37,0
32575,City_No_61,0.913,Male,Masters,STEM,11,10/49,Early Stage Startup,1,45,0
4193,City_No_100,0.887,Male,Phd,STEM,10,10/49,Pvt Ltd,2,218,0
5198,City_No_21,0.624,Male,Masters,STEM,5,10/49,Pvt Ltd,2,52,1
13229,City_No_103,0.92,Male,Graduate,STEM,>20,10000+,Pvt Ltd,>4,72,0
2786,City_No_103,0.92,Male,Graduate,STEM,7,<10,Pvt Ltd,1,28,0
12985,City_No_67,0.855,Other,Primary School,,1,,,never,17,1
26785,City_No_138,0.836,Male,Graduate,STEM,11,50-99,Pvt Ltd,never,28,0
7930,City_No_24,0.698,,Masters,STEM,14,50-99,Pvt Ltd,never,6,0
30292,City_No_74,0.579,Male,Graduate,STEM,6,100-500,Pvt Ltd,1,8,0
15034,City_No_16,0.91,Male,Graduate,STEM,4,1000-4999,Pvt Ltd,1,44,0
14047,City_No_103,0.92,Male,Graduate,STEM,12,,,2,48,0
5903,City_No_21,0.624,Male,Graduate,STEM,15,5000-9999,Pvt Ltd,3,67,1
27947,City_No_173,0.878,Male,High School,,10,,,1,17,1
3105,City_No_116,0.743,Male,Graduate,STEM,3,,Pvt Ltd,never,47,1
26323,City_No_103,0.92,Other,Graduate,Business Degree,<1,1000-4999,Pvt Ltd,>4,130,0
29517,City_No_138,0.836,Male,Graduate,STEM,11,100-500,Pvt Ltd,never,30,0
27358,City_No_21,0.624,Male,Graduate,STEM,4,100-500,,never,85,1
21374,City_No_21,0.624,,Graduate,STEM,1,50-99,Pvt Ltd,,124,1
8476,City_No_101,0.5579999999999999,,Graduate,STEM,1,50-99,Pvt Ltd,1,33,0
24323,City_No_21,0.624,Male,Graduate,STEM,3,50-99,Funded Startup,1,61,1
19519,City_No_21,0.624,,Masters,STEM,5,,,1,56,0
12179,City_No_44,0.725,,Graduate,STEM,7,,,never,80,0
28429,City_No_160,0.92,Male,Graduate,STEM,>20,50-99,Pvt Ltd,1,35,0
16186,City_No_114,0.926,Male,Masters,STEM,10,10000+,Pvt Ltd,2,50,0
22667,City_No_16,0.91,Male,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,64,0
30919,City_No_143,0.74,Male,Graduate,STEM,>20,100-500,Pvt Ltd,3,65,0
3682,City_No_103,0.92,Male,Graduate,Humanities,>20,,Pvt Ltd,>4,85,0
16056,City_No_55,0.7390000000000001,Male,Graduate,STEM,8,10/49,Pvt Ltd,1,119,0
19565,City_No_21,0.624,,Masters,STEM,8,100-500,Early Stage Startup,3,84,1
24338,City_No_21,0.624,Male,Graduate,STEM,4,1000-4999,Pvt Ltd,1,74,0
7180,City_No_21,0.624,,Primary School,,1,,,never,46,0
13652,City_No_61,0.913,Male,Graduate,STEM,14,100-500,Pvt Ltd,1,6,0
23612,City_No_114,0.926,Male,Graduate,STEM,5,10/49,Public Sector,1,53,0
23248,City_No_103,0.92,Male,Graduate,STEM,5,100-500,Pvt Ltd,2,90,0
1580,City_No_16,0.91,Male,Graduate,STEM,1,,,never,4,0
14613,City_No_16,0.91,,Masters,STEM,3,10000+,Pvt Ltd,2,56,0
17552,City_No_105,0.794,,,,<1,,,,18,0
24148,City_No_21,0.624,Male,Graduate,Business Degree,8,100-500,Pvt Ltd,1,52,1
27162,City_No_75,0.939,Male,Graduate,STEM,>20,,,>4,65,0
28926,City_No_103,0.92,Male,Graduate,Business Degree,5,10000+,Pvt Ltd,>4,12,0
18048,City_No_27,0.848,Male,High School,,6,50-99,Pvt Ltd,2,67,0
11525,City_No_11,0.55,,Graduate,STEM,<1,,,never,20,1
8604,City_No_103,0.92,Male,Graduate,STEM,14,10000+,Pvt Ltd,>4,43,0
8757,City_No_160,0.92,Male,Graduate,STEM,>20,,,1,26,1
23889,City_No_103,0.92,,Graduate,STEM,1,10000+,Pvt Ltd,1,72,0
9080,City_No_21,0.624,Male,Graduate,STEM,4,,,1,65,0
19484,City_No_136,0.897,Male,High School,,2,10/49,Pvt Ltd,2,30,0
5627,City_No_21,0.624,,Graduate,STEM,3,,,never,10,1
832,City_No_23,0.899,Male,Graduate,STEM,9,1000-4999,Pvt Ltd,>4,22,1
6240,City_No_114,0.926,Male,Graduate,Humanities,18,100-500,Pvt Ltd,>4,61,0
44,City_No_136,0.897,Male,Masters,STEM,>20,500-999,Pvt Ltd,1,145,0
13527,City_No_103,0.92,Male,Graduate,Arts,2,,,1,48,0
27660,City_No_114,0.926,Female,Graduate,STEM,11,100-500,Pvt Ltd,2,30,1
25643,City_No_21,0.624,Male,Graduate,STEM,8,100-500,Pvt Ltd,1,96,0
26913,City_No_57,0.866,Male,Graduate,STEM,6,<10,,1,108,0
6284,City_No_116,0.743,Male,Masters,STEM,11,,,1,28,1
15969,City_No_105,0.794,Male,High School,,5,<10,Pvt Ltd,1,91,0
32081,City_No_23,0.899,Male,Graduate,Humanities,18,50-99,Pvt Ltd,1,20,0
17972,City_No_40,0.7759999999999999,Male,Masters,STEM,6,<10,Pvt Ltd,2,54,0
5169,City_No_21,0.624,,High School,,5,,,1,16,1
30203,City_No_21,0.624,Male,Masters,STEM,4,50-99,Pvt Ltd,1,22,0
30978,City_No_167,0.921,Male,Graduate,Humanities,13,<10,Funded Startup,1,150,0
23298,City_No_103,0.92,,High School,,6,,,never,35,0
7479,City_No_103,0.92,Male,Graduate,STEM,10,50-99,Pvt Ltd,1,32,0
16452,City_No_136,0.897,Male,Graduate,STEM,2,,,never,87,0
9901,City_No_166,0.649,Male,Graduate,STEM,1,10/49,Early Stage Startup,never,19,0
11411,City_No_75,0.939,Male,Masters,STEM,4,1000-4999,Pvt Ltd,2,44,0
7790,City_No_16,0.91,Male,Graduate,STEM,9,50-99,Pvt Ltd,1,9,0
10733,City_No_21,0.624,Female,Graduate,STEM,4,50-99,Pvt Ltd,1,3,1
8438,City_No_103,0.92,Male,Graduate,Other,7,5000-9999,Pvt Ltd,1,41,1
3748,City_No_103,0.92,Male,Graduate,Business Degree,7,<10,Pvt Ltd,1,116,0
1947,City_No_100,0.887,Male,Graduate,No Major,16,,,1,49,0
7480,City_No_75,0.939,,Graduate,Humanities,>20,100-500,Pvt Ltd,1,64,0
10399,City_No_103,0.92,Male,,,5,,,never,67,0
23315,City_No_103,0.92,Female,Graduate,Humanities,1,500-999,Public Sector,never,95,1
28880,City_No_21,0.624,Male,Graduate,STEM,1,10000+,Pvt Ltd,1,42,0
21571,City_No_90,0.698,,Masters,STEM,>20,<10,Pvt Ltd,>4,70,0
16025,City_No_103,0.92,Male,Graduate,STEM,10,,,never,87,0
17257,City_No_21,0.624,,Graduate,STEM,1,<10,,,43,0
26204,City_No_61,0.913,Male,Graduate,STEM,19,5000-9999,Public Sector,>4,9,0
26699,City_No_114,0.926,Male,High School,,10,<10,Early Stage Startup,1,107,1
5993,City_No_150,0.698,Male,High School,,16,100-500,Public Sector,>4,74,0
11656,City_No_21,0.624,Female,Masters,STEM,13,1000-4999,Pvt Ltd,>4,56,1
24939,City_No_21,0.624,,Graduate,STEM,3,100-500,Pvt Ltd,2,56,1
3040,City_No_103,0.92,,Graduate,STEM,4,500-999,NGO,2,17,0
18674,City_No_114,0.926,,Masters,STEM,>20,,,1,47,0
16350,City_No_90,0.698,,High School,,1,,,never,6,0
17739,City_No_21,0.624,Male,Graduate,STEM,<1,10/49,Pvt Ltd,1,22,0
24758,City_No_102,0.804,Male,Graduate,STEM,16,50-99,Pvt Ltd,>4,52,0
20491,City_No_21,0.624,,Graduate,STEM,6,100-500,Pvt Ltd,1,16,1
28749,City_No_103,0.92,Male,Graduate,STEM,3,100-500,Funded Startup,1,82,0
16837,City_No_160,0.92,Male,Graduate,STEM,15,,,1,162,1
2881,City_No_102,0.804,,Masters,STEM,6,500-999,Pvt Ltd,2,90,0
2514,City_No_50,0.8959999999999999,Male,Graduate,STEM,8,<10,Pvt Ltd,3,39,0
31605,City_No_103,0.92,Male,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,31,0
3608,City_No_160,0.92,Female,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,40,0
8850,City_No_160,0.92,,Graduate,STEM,7,5000-9999,Pvt Ltd,4,51,0
11790,City_No_103,0.92,,Graduate,STEM,>20,,,>4,110,1
336,City_No_73,0.754,Male,Graduate,STEM,4,10/49,Pvt Ltd,1,96,0
7338,City_No_75,0.939,Male,Graduate,STEM,20,100-500,NGO,>4,82,0
28107,City_No_103,0.92,,Masters,STEM,16,50-99,Pvt Ltd,1,155,0
30734,City_No_145,0.555,Male,Graduate,Humanities,1,,,never,26,1
9524,City_No_12,0.64,,High School,,6,100-500,,1,10,0
26392,City_No_160,0.92,Male,Graduate,STEM,11,<10,Funded Startup,1,24,0
31766,City_No_21,0.624,Male,Graduate,STEM,2,10/49,Early Stage Startup,1,34,1
29670,City_No_114,0.926,Male,Masters,STEM,10,,,3,28,0
27254,City_No_104,0.924,Male,Graduate,STEM,11,<10,Funded Startup,3,40,0
30225,City_No_16,0.91,Male,Graduate,STEM,>20,50-99,Pvt Ltd,3,167,1
1835,City_No_75,0.939,Male,High School,,19,50-99,Public Sector,2,26,0
31695,City_No_103,0.92,Male,Graduate,STEM,>20,10000+,Pvt Ltd,>4,81,0
30704,City_No_103,0.92,Male,Graduate,STEM,15,10/49,Other,>4,30,0
17000,City_No_103,0.92,,Graduate,STEM,19,50-99,Pvt Ltd,>4,101,0
14378,City_No_21,0.624,Male,Graduate,STEM,<1,500-999,,1,22,1
20289,City_No_103,0.92,Male,Graduate,STEM,>20,,,>4,7,1
11194,City_No_103,0.92,Female,Graduate,STEM,8,100-500,Pvt Ltd,2,314,0
390,City_No_103,0.92,Male,Graduate,STEM,9,1000-4999,Pvt Ltd,never,28,0
11863,City_No_103,0.92,Male,Graduate,STEM,16,1000-4999,Pvt Ltd,1,30,0
22002,City_No_103,0.92,Male,Graduate,STEM,14,<10,Pvt Ltd,2,110,0
18687,City_No_16,0.91,Male,Masters,Other,13,1000-4999,NGO,>4,182,0
9088,City_No_115,0.789,Female,Graduate,STEM,3,,,never,144,1
23977,City_No_123,0.738,,Graduate,STEM,17,,,3,13,1
32738,City_No_21,0.624,Male,Graduate,STEM,<1,,Pvt Ltd,never,114,0
22299,City_No_114,0.926,Male,Masters,STEM,>20,10/49,Pvt Ltd,>4,70,0
25200,City_No_21,0.624,Female,Graduate,STEM,7,10000+,Pvt Ltd,1,118,0
1389,City_No_16,0.91,Male,Phd,STEM,>20,50-99,Pvt Ltd,>4,55,0
23738,City_No_97,0.925,Male,Graduate,STEM,>20,,,>4,34,0
30160,City_No_103,0.92,Female,Graduate,STEM,2,10/49,Pvt Ltd,never,168,0
14813,City_No_21,0.624,,Masters,STEM,7,,Pvt Ltd,1,21,1
26558,City_No_21,0.624,Male,Graduate,STEM,6,10000+,Pvt Ltd,3,68,1
32237,City_No_67,0.855,Male,High School,,8,,,never,31,0
31778,City_No_103,0.92,Male,Graduate,STEM,15,100-500,Pvt Ltd,>4,32,0
15044,City_No_103,0.92,Male,Graduate,STEM,13,1000-4999,Pvt Ltd,2,14,0
3705,City_No_157,0.769,Male,Masters,STEM,14,5000-9999,Public Sector,2,36,0
25652,City_No_102,0.804,,Masters,Business Degree,5,,,2,157,1
31680,City_No_114,0.926,Male,Masters,Humanities,11,50-99,Pvt Ltd,3,90,0
29674,City_No_16,0.91,Male,Graduate,Arts,>20,,,>4,27,0
2142,City_No_76,0.698,,High School,,5,<10,Funded Startup,1,44,0
14745,City_No_21,0.624,Female,Masters,STEM,6,10/49,Pvt Ltd,1,29,0
6887,City_No_21,0.624,Male,Graduate,STEM,10,10000+,Pvt Ltd,1,24,0
11834,City_No_114,0.926,,Graduate,STEM,15,10/49,Pvt Ltd,>4,73,0
2037,City_No_149,0.6890000000000001,Male,Graduate,STEM,6,,,2,166,1
29029,City_No_102,0.804,Male,Graduate,STEM,2,100-500,Pvt Ltd,1,31,0
29032,City_No_16,0.91,Female,Graduate,STEM,12,10/49,Pvt Ltd,3,10,0
23323,City_No_103,0.92,Male,Graduate,STEM,>20,10000+,Pvt Ltd,>4,37,0
4916,City_No_128,0.527,Male,Graduate,STEM,5,,,1,92,0
12871,City_No_136,0.897,Male,Masters,STEM,10,,,1,60,1
7047,City_No_21,0.624,Male,Graduate,STEM,8,500-999,Pvt Ltd,1,70,1
31619,City_No_64,0.6659999999999999,Male,Masters,Humanities,2,,,2,81,0
26734,City_No_36,0.893,Male,Graduate,Arts,8,10/49,Public Sector,1,23,0
22833,City_No_50,0.8959999999999999,Male,Masters,STEM,5,50-99,Public Sector,1,95,0
26507,City_No_103,0.92,Male,Graduate,STEM,>20,1000-4999,Pvt Ltd,4,6,0
10744,City_No_100,0.887,Male,Graduate,STEM,>20,50-99,Pvt Ltd,4,80,0
4854,City_No_16,0.91,Male,High School,,20,,,>4,24,1
13950,City_No_103,0.92,Male,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,30,1
30716,City_No_103,0.92,Male,Graduate,STEM,17,10/49,Funded Startup,2,36,0
3545,City_No_114,0.926,Male,Graduate,STEM,>20,,,>4,31,0
28034,City_No_23,0.899,,,,3,<10,Public Sector,1,8,0
6053,City_No_16,0.91,Male,Graduate,STEM,>20,,,4,98,0
23661,City_No_103,0.92,Male,Graduate,STEM,5,,,>4,31,1
28746,City_No_103,0.92,Male,Graduate,Humanities,6,50-99,Pvt Ltd,1,45,0
29384,City_No_64,0.6659999999999999,Male,Graduate,STEM,>20,<10,Pvt Ltd,>4,94,0
21262,City_No_158,0.7659999999999999,,Masters,STEM,9,10000+,Pvt Ltd,1,158,0
31104,City_No_103,0.92,Male,Graduate,STEM,>20,,,2,48,0
20161,City_No_103,0.92,Female,Masters,Other,5,,,1,54,0
768,City_No_36,0.893,,Graduate,STEM,>20,100-500,Pvt Ltd,>4,22,0
29840,City_No_50,0.8959999999999999,Male,Masters,STEM,>20,,,1,42,0
26111,City_No_103,0.92,Male,Graduate,Humanities,8,10000+,Pvt Ltd,1,21,0
29292,City_No_136,0.897,Male,Graduate,STEM,14,100-500,Pvt Ltd,1,16,0
25831,City_No_173,0.878,Male,Graduate,STEM,14,,,2,8,1
1458,City_No_83,0.923,,Masters,STEM,9,10000+,Pvt Ltd,>4,6,1
17112,City_No_160,0.92,Male,Primary School,,1,,,never,60,1
20197,City_No_103,0.92,Male,Graduate,STEM,10,50-99,Funded Startup,1,83,0
8025,City_No_45,0.89,,Masters,STEM,12,1000-4999,Pvt Ltd,1,46,0
13411,City_No_21,0.624,Male,Masters,STEM,10,,,1,12,0
20264,City_No_73,0.754,,High School,,1,,,never,59,0
25878,City_No_57,0.866,Male,Graduate,STEM,7,,,2,94,0
430,City_No_160,0.92,,Masters,STEM,>20,,,3,46,1
22953,City_No_103,0.92,Male,Graduate,Humanities,10,10/49,Pvt Ltd,>4,150,0
10841,City_No_114,0.926,Male,Masters,STEM,>20,<10,Pvt Ltd,>4,54,0
12861,City_No_136,0.897,,Masters,STEM,11,1000-4999,,2,31,0
31610,City_No_103,0.92,Male,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,78,0
5297,City_No_36,0.893,Male,Graduate,Humanities,>20,1000-4999,Pvt Ltd,1,96,0
24859,City_No_102,0.804,Male,Phd,STEM,>20,100-500,Public Sector,>4,28,1
1785,City_No_21,0.624,Male,Graduate,STEM,>20,,,>4,20,1
11690,City_No_114,0.926,Male,Masters,STEM,16,1000-4999,Pvt Ltd,1,13,0
2568,City_No_173,0.878,,Masters,Humanities,1,<10,Pvt Ltd,1,98,0
12796,City_No_16,0.91,,High School,,<1,10/49,Pvt Ltd,2,58,0
17,City_No_21,0.624,,Graduate,STEM,13,5000-9999,Pvt Ltd,4,38,0
5773,City_No_21,0.624,Male,Graduate,STEM,6,10000+,Pvt Ltd,1,55,0
21178,City_No_65,0.802,Male,Graduate,STEM,4,,,1,15,0
7667,City_No_103,0.92,Female,Graduate,Humanities,4,100-500,NGO,2,68,0
